,item_name,price,overall_rating,num_rating,rev_title,review_text,section,target
1009,"Wonder Nation Girls 4-18 & Plus Bootcut Jeans (Little Girls, Big Girls & Plus)",7.95,4.4,47.0,great quality truly light wash and comfy stretch stretchable and thicker than most other leggings well made and comfortable great jeans nice jeans cute way too big good for all ages good buy would not recommend would not recommend happy birthday present good fit,i was surprised by how accurate the pictures reflect the actual blue jeans they are truly a light wash and great quality pair of jeans they are stretchy enough to be comfortable on my daughter even though they re snug getting them on these were a great buy and i think they ll last a long time too these girls pants are made of high quality materials and at unbelievable low price nthey fit my plus size little girl and have waist adjustment on both sides to help accommodate most girls waistline the material is stretchable and thicker than most other leggings i have seen pockets on front and back give these leggings a big plus more like a real jeans fabric weight and feel with adjustable qualities built in i would buy again and again i love the quality of the jeans the denim is soft and comfortable for my 7 year old daughter these pants run a little big for the size we chose 6 great buy for the price the little one is growing and i hate to buy pricey items for her they are well made but i didnt break the bank like the fit and length for me i don t have to shorten them can wear sneakers or something with a heal i like the fit i was nervous that it might be a little tight but the fit was accurate great jeans will buy more my grand daughter like these jeans these jeans fits well and can adjust to the waist the length is also a plus which allow growing room i just would like them to have more available colors very cute they have an adjustable waist which is nice because my daughter is petite a little longer than expected they are also soft much too big baggy and long for a little girl these are cute and they have the adjustable bands inside so u get a good fit my little girl loves them runs small compared to arizona jeans this is another cute pair of pants for all ages true to size excellent quality good value excellent buy true to size great quality soft and stretchy adjustable waistband good price too high waisted and not proportioned well too high waisted and not proportioned well fits well granddaughter is happy like the color and the fit is good they are just a little long will order more like these,girl's clothing,0
1010,Starvnc Family Cute Matching Children Adult Pajamas Set Sleepwears,18.99,3.9,40.0,super cute pjs perfect for our family of 6 comfy and breathable cute and comfy careful when washing just ok don t buy wrong sizing pass on this one better than expected but still grandma great fit my family cute matching pajamas not true to size nice product,my 4 year old daughter loved her new pjs they fit her perfectly definitely will get the complete set for family i wanted matching pjs for the whole family for christmas i was worried that these might not fit as we range in size quite a bit but they fit great they are a little long in the pants and shirt and we are all tall but better too long than too short n nwe ordered women s 2x for my fat self men s medium for my skeleton like husband women s medium for my tall 10 year old size 8 9 for my son who wears an 8 size 6 7 for my daughter that wears a 6 and 3t for the little one n nthe pjs arrived together in a large envelope inside they were in individual bags that were labeled with the american sizes but the sizes on the actual clothes are asian and confusing i m glad i noticed right away i wrote the american sizes on the inside with marker so we wouldn t be confused after they came out of the laundry they clothes smelled weird but after washing them they smell great they material is soft and they seem well made not like they re going to split any seams i highly recommend them can t wait until christmas morning comfy and not too hot nice breathable material doesn t make you sweat we ordered one size larger than normal for everyone since pjs tend to be on the smaller side and they fit great i recommend going with the men s sizes if you are a large or extra large in women s bought this for my kids and they love them i bought one size up based on the other reviews and they fit perfect the material is nice and lightweight which the kids love the design is very cute and perfectly gender neutral which is ideal as i have both girls and boys i was looking for matching christmas pajamas for me and my daughter being a plus size women a friend suggested to look at men sizes it worked out well we love them the red shirt faded on the collar and the sleeves when i washed them and now they are pink i dont think the guys in the family are going to like that cute but runs big and thin quality and they r priced the same as other pjs that r much better quality also i ordered 2 pairs only one showed called walmart was met w lots of resistance and the company is mailing out another pair but haven t received been over a week i brought 4 set two large that looks like small and two kids that said 3x this look like boot leg clothes the material is cheap am returning this this size is off the large look like xl i will be returning this items what in the world happened to the sizing all thw sizes were off ordered a women small mens xl kids 10 11 and 2t the adults came in as child 6t and xl that looked like it was for kids what a bummer because now they dont have the correct size and it wont get here on time great way to ruin a planned family photo the pajamas were actually comfortable everyone in my family appreciated the pajamas everyone was happy nicely design pajamas 3x fits like a 2x and have not been washed yet length of the pants is long yet the crotch is snug shirt sleeves ride short i ordered these christmas pj s for my 12 grandchildren and they ran too small and too short i need to return them can i return them at walmart great fit great color my whole family loves this pjs my husband me my 6 year and 3 year old son my family love the way of all my pictures looks for christmas the shirt was teue to size but the pants are to short i would rate this product 5 stars because it fit all kid well and nice material,girl's clothing,0
1011,"Fruit of the Loom Girl's Everyday Half Cushion No Show Socks in White Assorted, 10 Pack",7.97,4.4,41.0,much meeded fruit of the loom tottler half socks 10 pack great satisfied perfect came quick summer ready super soft socks good value way off on size,i have a hard time finding socks for my daughter and do the guessing game which ones will fit these past the test they are not to small or big for size 5 feet these little socks are going to help keep my three year old niece s feet warm these are part of her chritmas gift package i know she will love them best socks for little feet they are cushioned and well made lots of socks for a good price my daughter is an average 9 year old and she loved these comfy ankle socks nice socks they a little large for my granddaughter but i love it 10 socks for this price can t beat it these are super soft and the perfect size the only issue is trying to find two that match in the wash great value and price my daughter had these but was outgrowing them i purchased another brand maybe a bit cheaper and she hated them and actually had a hard time getting them on so then bought these she s happy as can be now good value way off on the big girls large size these slide right down in the shoes not happy with them at all took 1 pair out stuck with the rest live up to the name no show put them on you won t see them again until you take your shoes off,girl's clothing,0
1012,"Wonder Nation Girls Kid Tough Super Skinny Jeans, Sizes 4-18 & Plus",9.94,4.6,42.0,great for girls with thick thighs great jeans great value i like everything about the jeans definitely skinny disappointed great great great quality inexpensive pair of jeans loved them,i have a hard time finding pants for my daughter she has thick thighs these husky style pants fit here great these allow her to wear skinny jeans she loves these jeans i would definitely buy again my daughter wasn t a big fan of jeans but loves these they are a great pair for the price you can t beat it only pants ill buy for my quickly growing super skinny daughter the adjustable waist is the best invention ever love the make and quality i can t find anything bad about the item good quality and fit well bought these for my granddaughter who is tall and very slender these jeans allow for her height and love the ability to adjust the waist these are way to skinny for us may just be my daughters shape but she s a fairly typical 5 year old and we couldn t even pull these on her way too small around the ankles won t stretch around the ankles my granddaughter can t even get them passed her feet without a struggle size isn t what they really are i recommend buying 2 sizes smaller if you want to be able to wear them now and not later jeans are well made i like the adjustable waistband jeans are well made i like the adjustable waistband great pair of jeans my daughter loves them you can t beat the price granddaugther love these jeans my granddaughter loved the jeans i will buy more i recommend,girl's clothing,0
1013,Family Matching Christmas Pajamas Set Women Baby Kids Deer Sleepwear Nightwear,15.99,1.2,19.0,crap junk trash don t buy poor quality very disappointed very disappointed great pj s disappointed mom,junk 100 junk poor quality material very cheaply made the print on the shirt is trash i ordered 6 pjs only received 5 they run small absolute crap don t buy go to your local dollar general and buy a better matching pj set oh yeah to make is worse i tried to return i can t they said they have to be put back in a box they came in it came in a bag so i paid over 100 for pjs for family photos didn t receive them all and can t return we received it and was one l men s and one infant size and we order 1 large men s and 1 xl women and it was fade and colors on shirt was pink not red and very poorly made and very thin i learned not to buy again from this also walmart made me pay for a package to ship back and that s very crappy horrible quality the worst part is that the coloring on the top is mauve where it is supposed to be red the reindeer s nose is mauve huge disappointment i m very dissatisfied with the matching pajamas the quality is very poor the pajama pants tore at the seams after being washed on a gentle cycle even before washing there were threads coming out of the seams i would not recommend this product very cheaply made and when received we order a xl in women and a l in men and we got a infant and a large men size color doesn t match what the picture has very frustrated cause we had to pay walmart more money to send it back im going to be returning these pjs they are made so bad it looks like a child sewed them i cant even get my foot in to one of the legs because it is sewn so poorly terrible quality the sizes are not as they need to be the material on the pants are firm no stretch whatsoever very uncomfortable n ni ordered an xl usually are loose on me and it is extremely tight very hard to get into so disappointed very disappointed ordered 3 sets and only received 2 the colors on the shirts appear faded and do not look like the pictures very disappointed ordered 3 sets and only received 2 the colors on the shirts appear faded and do not look like the pictures very bad quality cheap and ugly sizes wrong order large looks like extra small poor quality barbie doll clothes are made better than these such soft material very nice and comfortable the outfit is way too small and does not match the picture very disappointed poor quality barbie doll clothes are made better than these poor quality barbie doll clothes are made better than these are poor quality barbie doll clothes are made better than these are very disappointed poor quality and the sizes are not true to size xl is like a medium poor quality sizes aren t true sizing is way off the shirt is a different color from the one shown it s pink not red very disappointed,girl's clothing,0
1014,"Wonder Nation Baby and Toddler Boys and Girls Ankle Crew Combo Socks, 20-Pack",12.48,4.6,90.0,love the amount for the price works for band instruments love will order again nice socks cute but not great quality perfect little cheap socks basic great for age good purchase don t recommend soft durable and easy to wear,amazing price and a great fit my little one is 5m and has major kankels and the 6 18m was perfect although like all socks on babies they do unfortunately eventually begin to slip off his ankles i bought these for my daughter s band students they put these on their instruments so saliva does not spread easily during covid 19 the students think these socks are cute ordered these for my son and i loved them super soft and i loved how they came in different colors and styles the only thing was that one style was bigger in size than the other but i rather have them bigger than smaller so cute good material like any other socks not cheap feeling has a good strenght and baby can grow with them fast delivery and good quality love that there s both no show and crew socks the socks are cute i got the 6 12 months and i dont know if its just my kid but the socks tend to fall off the heel of his foot i dont know if his feet are just big maybe hes 7 months and in 12 month clothing so maybe i shouldve sized up the socks are cute but they wear pretty quick which sucks because these cant be passed down i like the ankle socks i didnt read well enough to realize that it also came with crew socks the crew socks are tight in my newborns legs i discontinued use great price good quality while these socks are nice and soft at first they are basically useless after one wear they get covered in lint rolls and they all shrink to different sizes in the washer making it almost impossible to match them up they look disgusting and old after just a single wear and my baby is not even walking yet very disppointing the colors go great with my sons clothes nice baby socks like the two different styles great price perfect for the fall inexpensive socks baby ans crawl and waddle around in great basic sock perfect for what we needed great deal for this price you can never have too many socks with babies i love these fit perfectly definitely recommend thes quality is good fits great a lot of sick good quality socks began to look old and ugly after one wear covered in lint very cheap i liked the overall softness of this sock they stayed in place pretty decently and the sock seemed to hold up fine over repeated wears i like the fact that the colors are plain as it helps to blend more with different outfits the band at the top of the sock was also stretchy and not too tight,girl's clothing,1
1015,"Wonder Nation Girls 4-18 & Plus Embellished Long Sleeve Graphic T-Shirts, 2-Pack",15.88,4.8,32.0,cute lovely so cute great buy wonderful quality quality and value these were a hit cute tops beautiful long sleeve top cute little tops cute very pretty tops very nice grand daughter loved cute fantastic,very cute shirts i turned them inside out and washed them and they came thru like a charm great relaxed fit and so very cute just as pictured looking for more styles my daughter loves these shirts embellished long sleeve t shirts 2 pack n nbought for grand daughter she loves hedgehogs excellent quality true size fit and very cute we love these tops the sleeve may run long or my kiddo has short arms but we still love them and roll up the sleeves my granddaughter loves these good quality and fit held size and shape after washing and drying good price these tops are very cute the sizing was as expected my daughter like these tops so much true to size and they wash well i d definitely recommend my granddaughter loves these little shirts they did well in the first wash stayed soft the sparkles and glitter didn t come off cute note the sequins on the hedgehog eventually get all bent and messy but my kid still likes it lovely to look at and good quality i definitely recommend very nice quality kids like them great buy for the money great value sleeves are very long cute stuff for back to school nicely designed good price granddaughter loves the sequins,girl's clothing,1
1016,Jojo Siwa Girls Exclusive Long Sleeve 2-Piece Set Sizes 4-12,12.97,5.0,23.0,get these loved the pajamas perfect soft and cozy must buy for girl who loves jojo size perfect love shopping soft to the touch,my 5 year old loves jojo siwa and rainbows and these pjs are perfect for her the bottoms are a fleece material and the top is more of a soft flannel material she wants to wear them every night highly recommend my daughter loved the pajamas they are true to size they are very comfortable and pretty very cute my granddaughter will love it lightning quick delivery my daughter loves this said the pants are so soft my granddaughter loves jojo and loves these colorful warm and cozy pjs true to size and washes well made well priced well and my daughter was so happy when she saw these jammies in her drawer for my great granddaughter looks great in package don t want to open it it s a gift perfect fit perfectly described birthday day gift for my great niece she loves anything jojo my 7 yr old granddaughter loves jojo and these pjs are soft enough for her to wear 24 7,girl's clothing,1
1017,"Wonder Nation Girls Long Sleeve Brushed Twist-Front Top, Sizes 4-18 & Plus",8.92,4.7,51.0,super soft and cute soft stylish shirt soft stylish shirt very nice for the price cozy and stylish light and comfy cozy comfortable love it excellent buy great product beautiful light knit sweater top cute top a,granddaughter says this is sooooo soft and pretty its also a little longer which is great to wear with legging and boots super cute and seems to be good quality she wants it in more colors now very soft material the knot makes it shape a bit against the body instead of being loose it looks great on my daughter and it s so comfy i bought two must buy very soft material the knot makes it shape a bit against the body instead of being loose it looks great on my daughter and it s so comfy i bought two must buy this is a very soft knit top a light weight sweater very nice for this price it is a gift so we shall see how it holds up in the laundry very soft comfortable shirt soft and stylish runs big beautiful soft she loves it on the thin side but that is fine with me this is for a kid to wear in her hot classroom very cute and very soft my child loved it does not fit too short in length confortable and bright color my daughter loves this shirt it is light weight and not itchy it is very comfortable i bought it for myself i wear an adult small adorable good quality for the price so precious super soft and wash well my daughter loves these we bought every color came earlier than expected right size beautiful fall top comes in various colors great price less than 9 super cute and cozy shirt my 10 year old loved it super pretty color and soft material this will make a very nice christmas top was to big should of been with teenagers not small girls clothes,girl's clothing,1
1018,"Garanimals Baby Girls & Toddler Girls Long Sleeve Graphic T-shirts & Denim Jeans, 3pc Outfit Set (12M-5T)",13.96,4.3,35.0,nice cute great sets great very nice quality clothing1 great cute,these outfits are very cute the designs you can t find individually in stores they hold up well in the wash these are a great value i would definitely recommend purchasing these outfits are very cute the designs you can t find individually in stores they hold up well in the wash these are a great value i would definitely recommend purchasing price is great and quality is high would definitely recommend these sets i ordered one of each style for my daughter they are cute and true to size they also wash well very cute and look great on great price these are comparable to more expensive brands and in my opinion are better they wash well and fit properly i always buy this brand for my children you can t go wrong bought these for my 12 month old she is in 2t very chubby lol these are great quality clothes and super cute my kami is so cute in this outfit my daughter loves the outfit and is it just right on her great price and quality very trendy and cute fit well and true to size ordered a 5t for my 5 year old fits perfect cute but item arrived way too late over 2 weeks late i love the clothes cant wait to put them on my baby girl really adorable but runs small,girl's clothing,1
1019,"Hanes Girls Long Sleeve Crewneck T-Shirt, Sizes 6-16",5.0,4.5,183.0,good quality good price and quality plain black long sleeved tee perfect long sleeve tee nice long sleeve tee feel t shirt size for hanes products incorrect you get what you pay for poor quality nice shirts soft comfy girl s tee nice fall winter shirt perfect fit granddaughter loves it long sleeve,plain white long sleeved shirt for wearing with vests and some fancy pants or skirts medium weight good price and quality for a plain long sleeve shirt it is non see through which is great i can add design or my daughter can wear under other shirts in the winter took a while to be delivered but i ordered in summer so it was not a big deal good price and quality for a plain long sleeve shirt it is non see through which is great i can add design or my daughter can wear under other shirts in the winter took a while to be delivered but i ordered in summer so it was not a big deal fit perfect and good material nice shirt for a kid to match with plaid skirts and such sturdy shirt this will help keep my granddaughter warm in cooler weather looks true to size this is for my granddaughter it s very nice my granddaughter did not like the feel of the material in the girls shirt i ordered a size xl but the t shirt i received was not an adult xl it might have been a childs xl i have scanned the package label for reference and attached needed some long sleeve shirts for hiking kiddo wore this 2x and the armpits both have holes in them super bummed my daughter wore this one time and stitching came out of the armpit these are good for winter wear and spring wear also plain so they can be worn with printed pants very happy with them this shirt will never fit size 16 bought for a 6yo and it fits her fabric is thinner than expected soft comfy vibrant colors that last and built durably so that we can always pass them down just right basic long sleeved t not too thin nice feel and size is accurate for the price it is a very nice fall winter shirt fits perfect it wasn t to thin and the length was great being that my daughter is tall and skinny most shirts are to short after one wash this was still long after a washing very comfortable and well made perfect purchased for my granddaughter fits well and quality is good,girl's clothing,0
1020,"Fruit of the Loom Girl's S-L Ankle Socks, 10 Pack",7.97,4.7,52.0,great socks socks more socks grand babies soft but thin not true to size ok perfect super soft also,really nice socks for the price they are super soft and you get so many great product great value very well received by my picky footed little girls soft and comfy great value and completely comfy my daughter loves them you can never have too many socks different colored tips so it is great for sorting grand daughters will love them these are ok i prefer hanes but these were a better price they re soft and comfortable but a little on the thin side and don t feel like they ll last a long time it s more a matter of personal preference on this item though these are quite small and do not run true to the suggested sizes smaller than suggested shoe size but works and nicely made my granddaughter is picky over everything she likes her socks keep her nwarm and dry they are comfortable love the socks i love how they have the different color toes so you can actually match them after they get out of the dryer lol,girl's clothing,0
1021,"Wonder Nation Girls School Uniform Bow Scooter Skirt, Sizes 4-16 & Plus",3.0,4.7,81.0,adorable and great quality pretty skirt super adorable nice and comfortable skirt nice school skirt school bigger than expected thick skirt with shorts decent scooter runs bigger recommended but buy smaller than normal size appropriate very comfortable runs big adorable but size is larger than normal looks cute and fits well love it my fav,first of all this uniform skirt is so adorable i want to scream when my daughter put it on i wanted to squeeze her so hard it is super high quality and it is very functional my daughter has already abused this skirt and it still looks amazing after several washes it is a navy blue and looks great with a variety of tops it has a short underlay its a scourt so she can play to her little hearts desire without showing too much it fits great and has an adjustable waistband she does attend a uniform school but it is so cute it could be worn anywhere my daughter loves it to because she knows how adorable she looks in it and it is comfortable for her to look pretty and play in i definitely recommend i love the detail on this skirt the bow on the front of the waist is nice and beautiful i love that it does not get undone because it is stitched to stay in place the silver circle accents give it a nice touch also i like that the material feels like silk a little the material is durable and will withstand many washes without fading or shrinking it is made of 100 percent polyester the best part is that it has shorts underneath it is the perfect skirt to wear to school any day of the week it gives school uniforms a whole new look that i love with that said i highly recommend this skirt and brand it s a great skirt fit my baby girl really well she doesn t go to a uniform school but it is super cute and it s soft minute we got it my girl wanted to wear it too bad she didn t want to sit still for the pic i would recommend this for any kid that like skirts it s good for church and school and straight play thinking about buying another one what can i say with this school uniform skirt made by wonder nation it is so adorable and fits well to my daughter xa0the school changed their uniform this year and this is a perfect skirt for her xa0so definitely i will be buying more school uniform this year in wonder nation brand the accent bow in front is nice touched and the pleated skirt has a back elastic waistband for natural pull on comfort my daughter will never have to worry about the zipper and button xa0the dress has sewn in short inside so the outfit from school learning time to playtime after school is no problem at all xa0i washed it with cold water and low heat dryer the fabric did not shrink did not fade the gray color and less wrinkled than i expected the durable polyester twill fabric made this skirt xa0now my daughter wants to use the same gray skirt or skort for anime costume birthday party as spark reviewer i suggest this skirt by wonder nation the school year will start in a month so start shopping your kid s uniform at walmart and look for wonder nation brand okay so i have a leggy six year old girl it just so happens that this year they do not have a set uniform to wear but for me it is so much easier to have a few basic mix and match bottoms and several more basic mix and match tops so this size 6 navy blue bow skirt with shorts underneath fits really well into her school wardrobe the length works so it is not too short to wear to school while still being a cute length for a child the shorts underneath are an absolute must for an active six year old i don t even buy skirts without shorts underneath unless she s going to wear tights with them and actually she can wear tights with this skirt in the winter time the skirt and shorts are 100 polyester so it s not breathable but keeps wrinkles away really well the waistband is about an inch and the front is very sturdy and flat with a center bow the back of the waistband is gathered and stretchy the three pleats in the front are really schoolgirl cute and allows for more movement during exercise time and outside play there are no pleats or pockets in the back which is fine my little one is tall and skinny 48lbs about 4 2 and the waist is a tiny bit big on her but i give it a few more months and it will be fitting fine the one thing that would put this skirt over the top is if it had front pockets this is a good quality skirt for school cute little belt design on the front with pleats i bought this fir my 9nyr old who s on the smaller size 4 ft 4 56lbs size 10 12 and it was too big for her as there isn t any way to tighten the skirt this did fit my 12 4 ft 11 5 62lbs year old who usually wears 14 16 as she s long legged he came down to her knees and didn t need to be tightened i have a 6 5 year old daughter that would wear skirts and dresses everyday if i let her unfortunately with her growing up with brothers she doesn t usually sit properly which is a concern of mine once she started school i generally would make her wear pants shorts to school despite her begging to wear skirts dresses one the days i do give in to let her wear a dress skirt i would always make her wear a pair of cotton shorts underneath i could not wait for her to give these a try because they have the shorts already built into the skirt i chose to get the skirt in a size 7 because she generally wears clothing between a size 6 to a size 8 depending on the brand etc this particular brand seems to run a little on the bigger side but i m sure within in the next month she will fit it perfectly just in time for school to start it is mostly only big in the waist portion but i feel like once it gets washed a time or two it will provide a better fit for her i love the dark black color this skirt has and the bow is a huge winning point for my daughter another thing to take note of is the length of this skirt i was expecting a skirt that would be about mid thigh area whereas this one comes completely down to her knees the material this skirt is made out of seems like it is not only comfortable for her to wear but that it is also durable enough to last for many years to come overall i am completely satisfied with this skirt the color looks amazing the bow makes it unique and i feel like it will last her for a few years until she outgrows it i would recommend this skirt to anyone with a child headed back to school i feel like it can be worn for any school setting and would go perfectly with any shirt this skirt is made in vietnam the skirt and shorts are made from 100 polyester the skirt is fairy thick and not see thru at all the front has pleats and the back is smooth the waist is very stretchy elastic the front design is so adorable with the metal rings and a ribbon bow the bow is sewn on and cannot be adjusted the skirt underneath is thin i would suggest having the child wear neutral under garments so that you cannot see a print but otherwise is great your child can do cartwheels and all the running they want without showing anything they shouldn t the skirt seems pretty true to size my child just had a growth spurt and her waist is a tad thinner right now so the skirt fits but is a little big in the waist this will probably fit her perfect in the fall this skirt has the approval from my child i would love if it were in cotton rather than polyester but beautiful skirt this is a cute scooter it s durable easy care comfortable the material has a nice soft feel to it the elastic waistband is great for my granddaughter i also love the built in shorts since my granddaughter is very active at school the size was a true fit even after washing and drying it fit great and comfy the scooter can also be worn outside of school with a cute shirt the only complaint i have is i wish it was about an inch longer but other than that this is an awesome scooter that s prices right my 6 5 year old daughter absolutely loves wearing skirts dresses to school unfortunately she doesn t sit properly while wearing them unless i m there to constantly remind her for this reason i generally make her wear a pair of shorts under her skirts and dresses with school starting back in about a month i know she is going to want to wear skirts to school this cute skirt comes with the shorts already built in so therefore i feel more inclined to let her wear these to school i think this skirt would be perfect for any school type setting i chose to get the skirt in a size 7 since my daughter wears clothes in a size 6 up to a size 8 depending on the brand i will say this skirt runs a bit on the larger side the waist is currently a bit lose on her but i m sure she will quickly grow into it possibly before school even starts the cute bow really brings this skirt together and i feel like it will last her through the school year with no issues i also like how well this color can be matched with about any shirt overall i am satisfied with this skirt and i feel like it would be a great addition to any wardrobe for school age children this skirt was a long awaited surprise for my daughter she loves skirts but i have been hesitant to let her wear one to school as she isn t good with sitting properly but this skirt unlike many others i have bought has sewn in biking shorts it also has a really cute bow on the top which was absolutely adorable and i knew my daughter would love it however when she tried this skirt on it was way too big she is a size 5 in other children s clothes but this size 5 was a lot larger than normal she was very disappointed but i promised to hold on to them so she can wear it when she gets bigger the beige color would into what is acceptable for most school uniforms and the length is appropriate if you are ordering this skirt online check for a sizing chart to make sure you are ordering the appropriate size if you are planning to purchase in store get the child to try on the item before buying it is a beautiful skirt but the size is definitely an issue if you are hoping to use this product sooner rather than later i received the wonder nation girls plus school uniform bow scooter and am very happy with it it fit a little big but it gives her room to grow for the school year so as long as the skort can make it through the wash she should be able to wear it all school year i do reccomend taking it out of the dryer immediately so you will not have to iron it it dries quite nicely but if left in the pile of clothes too long it will need to be ironed as it will be full of wrinkles this is a great scooter skirt very stylish and my child really enjoyed it we do not have to use uniforms but she already has planned a outfit for back to school with this skirt i like the built in shorts to keep my childs modesty while still being able to be a kid overall great qualit great skirt my daughter wears a size 12 and this skirt is a size 12 and it was slighly big this skirt was a long awaited surprise for my daughter she loves skirts but i have been hesitant to let her wear one to school as she isn t good with sitting properly but this skirt unlike many others i have bought has sewn in biking shorts it also has a really cute bow on the top which was absolutely adorable and i knew my daughter would love it however when she tried this skirt on it was way too big she is a size 5 in other children s clothes but this size 5 was a lot larger than normal she was very disappointed but i promised to hold on to them so she can wear it when she gets bigger the navy color would into what is acceptable for most school uniforms and the length is appropriate if you are ordering this skirt online check for a sizing chart to make sure you are ordering the appropriate size if you are planning to purchase in store get the child to try on the item before buying it is a beautiful skirt but the size is definitely an issue if you are hoping to use this product sooner rather than later my daughter loves the fit and color of this skirt she can wear it with almost any shirt it looks great for any occasion the fit really does look great it washes well but most importantly is that my daughter likes it i absolutely love this skirt it has built in little stretchy shorts i love that because it protects the modesty of the little girl wearing it it comes pre pleated it didnt shrink much in the laundry the color did not fade after the first wash love these so much the ease of your little one putting them on without your help amazing you don t have to worry about them using a button or zipper the length is also appropiate out of all of uniform bottoms wonder nation is the best good fit and perfect for school uniforms very well made has biker shorts underneath but they are short and tends to bunch up otherwise a great beautiful buy for uniforms,girl's clothing,1
1022,Wonder Nation Baby Toddler Girl Bubble Jacket,19.98,4.6,32.0,highly recommend super cute warm and fits perfect perfect for little girls love this jacket good fit more grey than the photo appears on line cute jacket i get what i paid poor quality perfect toddler jacket very comfortable and good quality snow day a must buy great coat warm and affordable,great coat and a great price we double up all winter gear so we can leave a set at daycare so i don t love to spend a ton this coat is comfy cute and warm the zipper also works great true to size as we bought a 3t for my girl who typically wears 3t bought for my 14 month old it s way cuter than i expected and fits so nice it s thick and soft on the inside definitely will keep her warm outside this winter i purchased this for my great grand daughter she s 11 months old i was happy i bought this for her nfor our west virginia winters the coat is gray and with all those colored dots on it and it has padding great jacket coat i love this jacket but it s not meant to be worn in cold temps so if you get this for a winter coat make sure you get it a little big to layer other clothes under it to make it warmer my daughter loves her coat there s fur inside the hood which is very soft the inside of the coat is also soft and warm my daughter loved the color on this coat fits true to size nice quality have washed already washed well so far i thought these jackets would be a lighter color but they are definitely grey the colored spots are shiny and cheerful i cannot decide if i like the grey background color it is a little dull and i wish it was white or more silvery grey darling jacket bought for my great granddaughter the jacket is actually light grey and the dots are metallic i hope it launders well the quality is kind of poor if you take a look at the details you may find a lot of stitch problems my baby is still not able to speak so we can t tell if it is warm or not i loved the look and warmth of this coat but unfortunately had to return it ordered the 6 9 month and it was huge my daughter is a year of and i couldn t believe how large this was the jacket is going to be a birthday gift and its the 2nd jacket of the same brand i have purchased nawesome all the way around this is what i do not like yall making somebody write details when they dont want to just accept the stars and move on dang quality and color both are great it could be a little thicker my daughter loves hearts it s warm and appears water resistant great for snow days super cute my daughter loved it i bought this coat for my young great granddaughter and her mom loves it fits her perfect very nice winter coat for the price hood fit snuggly around the head keeping the wind out after one season of use the foil polka dots started fading off from only 2 or 3 washes i love the thickness and feeling very good quality,girl's clothing,1
1023,"Wonder Nation Girls Long Sleeve Foil Tie-Front Top, Sizes 4-18 & Plus",7.94,4.5,40.0,right stuff adorable with cute details cute soft comfy and great fit very nice adorable poor sizing great deal retro and cool,super cute the glitter flecks are a nice touch my girls love this top very beautiful blouse and super soft my daughter loved it granddaughter loved it soft silky she loved it adorable daughter loves haven t worn this yet as it is still quite warm here but the fit was great when we tried it on item arrived just as pictured and my daughter loves it my 4yo love this very cute beautiful top washes well happy daughter awesome material great fit i would give 5 stars if made in america other than that very cute sleeved are too long disproportionate to size this sweater was soft and comfortable reasonably priced so i bought both colors the style is retro and the color is bold it also is glittery my 5 yr old loves it daughter loves it it s true to the size,girl's clothing,1
1024,"Wonder Nation Girls 4-18 Smooth Bralette, 2 Pack",8.88,4.7,106.0,just perfect good starter best beginner bras great choice for tween girls perfect high quality great product nice starter bra and straps do not show very nice great for all ages very comfortable ok,very well made it fit nicely and the fabric is very soft i wash them with the removable pads and they didn t come out or loose their form i had hard time finding bralettes like this at a good price will definitely continue buying them excellent choice daughter was a bit self conscious about starting to wear a bra and she liked the look of these they are soft and she says they are comfortable i didn t notice it under her clothing when she was wearing it its thin and adds no padding which great because that is not what you want in a training bra overall recommend for a young girl great quality for inexpensive bras i love that they come with modesty pads in each bra no annoying swapping them out sharing we always hang them to dry and they last for many years highly recommend my daughter is very thin 70lbs wears a size 10 and the 32 fit her perfectly daughter loves these the pads are very lightweight and removable it s just enough coverage and not bulky at all the straps are a little thin and get twisted but she likes that they hide under most tank tops she wears these every day and even sleeps in them my granddaughter said they were very soft and comfortable and looked like a bathing suit top so she was not embarassed to wear one she is only 10 and is growing so fast these were perfect for her once we measured her these are so soft and comfortable young growing girl mom here and i love these my daughter loved them they are really soft material these are a great fit for pre teen really high quality perfect thickness to the material was not happy that they did not have this item my granddaughter really wanted this she just started having to where these recommended great quality and affordable price thanks for the order really satisfied with my order great bras just wish they offered nudes in different tones fits my granddaughter well true to size comfortable pullover removable padding 6 5 stars i m a woman not a girl and bought these for me as i didn t want any clasps to bother with and this is super soft and comfy i got the biggest size and fits just right these are just what i was looking for even though i am 30 years old they remind me of the no boundaries bralettes that i havent been able to find at my store for a few years not even ashamed to say that i x80 x99m wearing a training bra because they x80 x99re so comfortable and supportive and you cannot beat the price they x80 x99re even easy to nurse in because the material is stretchy if you x80 x99re a small busted woman who is looking for some comfy bras these are great i wear a size medium shirt in womens and a 34 b and the size 38 fit great my daughter loves these very comfortable i buy these for my granddaughter she loves them the are comfortable the pad insert come out in the wash my daughter is a girls size 16 and we bought the size 36 these are a tad big but gives her some room for growth she says they are very comfortable and soft,girl's clothing,1
1025,Wonder Nation Girls Exclusive Thermal 3-Piece Pajama Set and Fuzzy Robe Sizes 4-18 & Plus,20.61,5.0,3.0,so cozy,my granddaughter loved the set what a great bargain fits true to size its cozy soft and adorable my daughter loves this,girl's clothing,1
